GPAGEID,REC_TYPE,REC_TYPE_DESC,SUMNO_ROOMSPERREC_TYPE,SUMCALC_OCCROOMSPERREC_TYPE,SUMCALC_INVROOMSPERREC_TYPE,SUMARRIVAL_ROOMSPERREC_TYPE,SUMCOMPLIMENTARY_ROOMSPERREC_T,SUMHOUSE_USE_ROOMSPERREC_TYPE,SUMDAY_USE_ROOMSPERREC_TYPE,SUMNO_SHOW_ROOMSPERREC_TYPE,SUMIND_DEDUCT_ROOMSPERREC_TYPE,SUMIND_NON_DEDUCT_ROOMSPERREC_,SUMGRP_DEDUCT_ROOMSPERREC_TYPE,SUMGRP_NON_DEDUCT_ROOMSPERREC_,SUMDEPARTURE_ROOMSPERREC_TYPE,SUMOOO_ROOMSPERREC_TYPE,SUMNO_PERSONSPERREC_TYPE,SUMINVENTORY_ROOMSPERREC_TYPE,SUMREVENUEPERREC_TYPE,SUMOWNER_ROOMSPERREC_TYPE,SUMFF_ROOMSPERREC_TYPE,CF_AVERAGE_ROOM_RATE_REC_TYPE,CF_OCCUPANCY_REC_TYPE,REVENUE,NO_ROOMS,IND_DEDUCT_ROOMS,IND_NON_DEDUCT_ROOMS,GRP_DEDUCT_ROOMS,GRP_NON_DEDUCT_ROOMS,NO_PERSONS,ARRIVAL_ROOMS,DEPARTURE_ROOMS,COMPLIMENTARY_ROOMS,HOUSE_USE_ROOMS,DAY_USE_ROOMS,NO_SHOW_ROOMS,INVENTORY_ROOMS,CONSIDERED_DATE,CHAR_CONSIDERED_DATE,IND_DEDUCT_REVENUE,IND_NON_DEDUCT_REVENUE,GRP_NON_DEDUCT_REVENUE,GRP_DEDUCT_REVENUE,OWNER_ROOMS,FF_ROOMS,CF_OOO_ROOMS,CF_CALC_OCC_ROOMS,CF_CALC_INV_ROOMS,CF_AVERAGE_ROOM_RATE,CF_OCCUPANCY,CF_IND_DED_REV,CF_IND_NON_DED_REV,CF_BLK_DED_REV,CF_BLK_NON_DED_REV
,A_STAT,History,90309,88941,125155,20065,608,1368,378,435,76640,0,13669,0,19884,40,136758,125195,41120282.64,0,0,462.3321375,71.0646798,145688.0767,294,263,0,31,0,579,49,99,1,4,1,2,343,01-Jan-11,01.01.11 Sat,135756.4667,0,0,9931.61,0,0,0,290,343,502.3726782,84.54810496,135756.4667,,9931.61,
,A_STAT,History,90309,88941,125155,20065,608,1368,378,435,76640,0,13669,0,19884,40,136758,125195,41120282.64,0,0,462.3321375,71.0646798,115222.5033,252,205,0,47,0,479,54,96,1,4,0,0,343,02-Jan-11,02.01.11 Sun,98625.95333,0,0,16596.55,0,0,0,248,343,464.6068683,72.303207,98625.95333,,16596.55,
,A_STAT,History,90309,88941,125155,20065,608,1368,378,435,76640,0,13669,0,19884,40,136758,125195,41120282.64,0,0,462.3321375,71.0646798,105861.1033,240,191,0,49,0,445,55,64,3,6,0,0,343,03-Jan-11,03.01.11 Mon,89122.88333,0,0,16738.22,0,0,0,234,343,452.3978775,68.22157434,89122.88333,,16738.22,
,A_STAT,History,90309,88941,125155,20065,608,1368,378,435,76640,0,13669,0,19884,40,136758,125195,41120282.64,0,0,462.3321375,71.0646798,104321.53,228,194,0,34,0,407,49,61,3,6,2,0,343,04-Jan-11,04.01.11 Tue,92422.45,0,0,11899.08,0,0,0,222,343,469.9168018,64.72303207,92422.45,,11899.08,
,A_STAT,History,90309,88941,125155,20065,608,1368,378,435,76640,0,13669,0,19884,40,136758,125195,41120282.64,0,0,462.3321375,71.0646798,99062.51667,224,209,0,15,0,406,49,53,2,6,1,1,343,05-Jan-11,05.01.11 Wed,94689.18667,0,0,4373.33,0,0,0,218,343,454.4152141,63.55685131,94689.18667,,4373.33,
,A_STAT,History,90309,88941,125155,20065,608,1368,378,435,76640,0,13669,0,19884,40,136758,125195,41120282.64,0,0,462.3321375,71.0646798,95426.38,213,199,0,14,0,383,49,60,1,6,1,0,343,06-Jan-11,06.01.11 Thu,91353.88,0,0,4072.5,0,0,0,207,343,460.9970048,60.34985423,91353.88,,4072.5,
,A_STAT,History,90309,88941,125155,20065,608,1368,378,435,76640,0,13669,0,19884,40,136758,125195,41120282.64,0,0,462.3321375,71.0646798,85877.35667,194,193,0,1,0,349,45,64,0,6,2,0,343,07-Jan-11,07.01.11 Fri,85307.35667,0,0,570,0,0,0,188,343,456.7944504,54.81049563,85307.35667,,570,
,A_STAT,History,90309,88941,125155,20065,608,1368,378,435,76640,0,13669,0,19884,40,136758,125195,41120282.64,0,0,462.3321375,71.0646798,93034.46,205,181,0,24,0,340,73,61,3,6,2,0,343,08-Jan-11,08.01.11 Sat,84247.76,0,0,8786.7,0,0,0,199,343,467.5098492,58.01749271,84247.76,,8786.7,
,A_STAT,History,90309,88941,125155,20065,608,1368,378,435,76640,0,13669,0,19884,40,136758,125195,41120282.64,0,0,462.3321375,71.0646798,104268.51,236,209,0,27,0,368,68,35,2,6,1,2,343,09-Jan-11,09.01.11 Sun,94001.81,0,0,10266.7,0,0,0,230,343,453.3413478,67.05539359,94001.81,,10266.7,
,A_STAT,History,90309,88941,125155,20065,608,1368,378,435,76640,0,13669,0,19884,40,136758,125195,41120282.64,0,0,462.3321375,71.0646798,120973.5833,274,229,0,45,0,408,81,42,5,6,2,1,343,10-Jan-11,10.01.11 Mon,104444.4233,0,0,16529.16,0,0,0,268,343,451.3939677,78.13411079,104444.4233,,16529.16,
