Date,DOW,Rm Sold,Revenue,ADR,Occupancy_Pct,RevPar
2013-01-01,Tue,328,239550.01,737.08,94.75,698.4
2013-01-02,Wed,297,191982.62,650.79,86.01,559.72
2013-01-03,Thu,303,186658.17,620.13,87.76,544.19
2013-01-04,Fri,285,163105.97,578.39,82.22,475.53
2013-01-05,Sat,250,139218.53,563.64,72.01,405.88
2013-01-06,Sun,253,136848.83,549.59,72.59,398.98
2013-01-07,Mon,284,160637.37,573.7,81.63,468.33
2013-01-08,Tue,304,170436.25,568.12,87.46,496.9
2013-01-09,Wed,307,171247.03,565.17,88.34,499.26
2013-01-10,Thu,283,158665.84,568.69,81.34,462.58
2013-01-11,Fri,239,129546.29,551.26,68.51,377.69
2013-01-12,Sat,232,123201.16,540.36,66.47,359.19
2013-01-13,Sun,256,137761.64,546.67,73.47,401.64
2013-01-14,Mon,308,176971.48,582.14,88.63,515.95
2013-01-15,Tue,343,208372.64,612.86,99.13,607.5
2013-01-16,Wed,342,209242.4,619.06,98.54,610.04
2013-01-17,Thu,343,208098.48,613.86,98.83,606.7
2013-01-18,Fri,318,193767.17,617.09,91.55,564.92
2013-01-19,Sat,325,204156.16,636.0,93.59,595.21
2013-01-20,Sun,334,218236.93,661.32,96.21,636.26
2013-01-21,Mon,343,230187.96,679.02,98.83,671.1
2013-01-22,Tue,336,217321.28,654.58,96.79,633.59
2013-01-23,Wed,327,214056.52,662.71,94.17,624.07
2013-01-24,Thu,307,198623.68,655.52,88.34,579.08
2013-01-25,Fri,265,165773.94,635.15,76.09,483.31
2013-01-26,Sat,268,168723.4,639.1,76.97,491.9
2013-01-27,Sun,303,217785.72,728.38,87.17,634.94
2013-01-28,Mon,338,264614.19,792.26,97.95,775.99
2013-01-29,Tue,341,255122.28,757.04,98.83,748.16
2013-01-30,Wed,341,262718.61,779.58,98.83,770.44
2013-01-31,Thu,315,209956.49,675.1,91.2,615.71
2013-02-01,Fri,309,183851.37,602.79,89.44,539.15
2013-02-02,Sat,320,188329.44,595.98,92.67,552.29
2013-02-03,Sun,321,196135.65,618.72,92.96,575.18
2013-02-04,Mon,276,172211.86,633.13,79.77,505.02
2013-02-05,Tue,291,171888.55,598.91,84.16,504.07
2013-02-06,Wed,324,195955.25,610.45,94.13,574.65
2013-02-07,Thu,322,188673.46,591.45,93.55,553.29
2013-02-08,Fri,270,149039.67,558.2,78.3,437.07
2013-02-09,Sat,278,148985.46,541.77,80.65,436.91
2013-02-10,Sun,290,160793.65,560.26,84.16,471.54
2013-02-11,Mon,329,190802.5,585.28,95.6,559.54
2013-02-12,Tue,336,190111.27,570.9,97.94,559.15
2013-02-13,Wed,335,194572.99,586.06,97.36,570.6
2013-02-14,Thu,333,195823.37,593.4,96.77,574.26
2013-02-15,Fri,253,141931.09,567.72,73.31,416.22
2013-02-16,Sat,279,157690.7,571.34,80.94,462.44
2013-02-17,Sun,335,188964.72,569.17,97.36,554.15
2013-02-18,Mon,341,203517.85,602.12,99.12,596.83
2013-02-19,Tue,341,206379.43,610.59,99.12,605.22
2013-02-20,Wed,341,200825.46,594.16,99.12,588.93
2013-02-21,Thu,341,196729.25,582.04,99.12,576.92
2013-02-22,Fri,265,141418.47,539.77,76.83,414.72
2013-02-23,Sat,250,143091.37,579.32,72.43,419.62
2013-02-24,Sun,343,246824.74,725.96,99.13,719.61
2013-02-25,Mon,343,270808.98,796.5,99.13,789.53
2013-02-26,Tue,343,269027.45,791.26,99.13,784.34
2013-02-27,Wed,343,266766.84,784.61,99.13,777.75
2013-02-28,Thu,319,226368.33,716.36,92.67,663.84
2013-03-01,Fri,240,145068.25,612.1,69.5,425.42
2013-03-02,Sat,247,145185.91,595.02,71.55,425.77
2013-03-03,Sun,302,179607.16,600.69,88.2,529.81
2013-03-04,Mon,339,188199.12,560.12,99.12,555.16
2013-03-05,Tue,339,192735.79,573.62,99.12,568.54
2013-03-06,Wed,324,191583.86,596.83,94.69,565.14
2013-03-07,Thu,303,168065.26,560.22,88.5,495.77
2013-03-08,Fri,266,146225.23,555.99,77.58,431.34
2013-03-09,Sat,272,145549.4,541.08,79.35,429.35
2013-03-10,Sun,321,175633.7,552.31,93.81,518.09
2013-03-11,Mon,330,186169.6,569.33,96.46,549.17
2013-03-12,Tue,337,189450.21,567.22,98.53,558.85
2013-03-13,Wed,340,192766.08,572.01,99.12,566.96
2013-03-14,Thu,340,210700.5,625.22,99.12,619.71
2013-03-15,Fri,294,164050.61,563.75,86.61,488.25
2013-03-16,Sat,223,121205.48,550.93,66.87,368.41
2013-03-17,Sun,276,156317.62,572.59,83.49,478.04
2013-03-18,Mon,288,168091.18,589.79,87.16,514.04
2013-03-19,Tue,307,187915.27,618.14,89.94,555.96
2013-03-20,Wed,319,198248.01,627.37,93.22,584.8
2013-03-21,Thu,330,203384.11,621.97,96.46,599.95
2013-03-22,Fri,339,214622.7,638.76,99.12,633.11
2013-03-23,Sat,333,205840.38,623.76,97.63,609.0
2013-03-24,Sun,335,223953.1,674.56,97.94,660.63
2013-03-25,Mon,339,239023.71,711.38,99.12,705.08
2013-03-26,Tue,339,245048.02,729.31,99.12,722.86
2013-03-27,Wed,340,222057.0,658.92,99.12,653.11
2013-03-28,Thu,334,204899.82,619.03,97.35,602.65
2013-03-29,Fri,322,183949.72,576.64,94.1,542.62
2013-03-30,Sat,298,158697.11,539.79,86.47,466.76
2013-03-31,Sun,288,147002.27,517.61,84.02,434.92
2013-04-01,Mon,299,155663.55,527.67,87.8,463.28
2013-04-02,Tue,289,152524.4,535.17,84.07,449.92
2013-04-03,Wed,236,129388.73,557.71,68.44,381.68
2013-04-04,Thu,273,154887.2,575.79,79.35,456.89
2013-04-05,Fri,250,135154.16,549.41,72.57,398.68
2013-04-06,Sat,233,127447.54,556.54,67.55,375.95
2013-04-07,Sun,246,130061.84,537.45,71.39,383.66
2013-04-08,Mon,279,149788.41,544.69,81.36,443.16
2013-04-09,Tue,307,166168.54,548.41,89.38,490.17
2013-04-10,Wed,312,178217.53,578.63,91.39,528.84
2013-04-11,Thu,267,123362.23,469.06,78.04,366.06
2013-04-12,Fri,200,121417.31,619.48,58.16,360.29
2013-04-13,Sat,195,107674.32,563.74,57.7,325.3
2013-04-14,Sun,259,136662.59,535.93,77.51,415.39
2013-04-15,Mon,281,160950.75,581.05,83.94,487.73
2013-04-16,Tue,280,149678.81,542.31,83.38,452.2
2013-04-17,Wed,290,154588.95,540.52,86.14,465.63
2013-04-18,Thu,264,144439.24,555.54,78.08,433.75
2013-04-19,Fri,235,119411.5,516.93,69.37,358.59
2013-04-20,Sat,233,114265.04,498.97,71.12,354.86
2013-04-21,Sun,273,133681.23,496.96,82.26,408.81
2013-04-22,Mon,312,163332.82,530.3,94.77,502.56
2013-04-23,Tue,305,165589.09,550.13,93.19,512.66
2013-04-24,Wed,321,163018.87,514.26,96.65,497.01
2013-04-25,Thu,266,132218.24,504.65,80.12,404.34
2013-04-26,Fri,230,110674.37,489.71,69.75,341.59
2013-04-27,Sat,307,137756.68,454.64,93.81,426.49
2013-04-28,Sun,308,156964.65,516.33,93.25,481.49
2013-04-29,Mon,292,144627.75,502.18,88.89,446.38
2013-04-30,Tue,263,144606.92,558.33,81.96,457.62
2013-05-01,Wed,320,177113.76,560.49,97.83,548.34
2013-05-02,Thu,300,167151.7,564.7,91.36,515.9
2013-05-03,Fri,252,134465.08,542.2,76.54,415.02
2013-05-04,Sat,247,130264.56,536.07,74.77,400.81
2013-05-05,Sun,306,152048.83,503.47,95.87,482.69
2013-05-06,Mon,309,146437.2,478.55,96.53,461.95
2013-05-07,Tue,319,154106.5,487.68,97.53,475.64
2013-05-08,Wed,305,140909.88,466.59,92.64,432.24
2013-05-09,Thu,226,115482.12,517.86,70.13,363.15
2013-05-10,Fri,152,73505.82,493.33,48.69,240.22
2013-05-11,Sat,171,79943.99,475.86,54.9,261.25
2013-05-12,Sun,232,113919.05,497.46,68.77,342.1
2013-05-13,Mon,272,139530.62,518.7,80.78,419.01
2013-05-14,Tue,284,150876.47,536.93,88.09,472.97
2013-05-15,Wed,291,152256.16,528.67,90.28,477.29
2013-05-16,Thu,233,123024.24,534.89,72.56,388.09
2013-05-17,Fri,197,92349.44,476.03,61.01,290.41
2013-05-18,Sat,197,88014.69,453.68,59.51,269.98
2013-05-19,Sun,258,119078.04,466.97,78.22,365.27
2013-05-20,Mon,288,136765.24,479.88,87.42,419.53
2013-05-21,Tue,317,159996.02,509.54,95.73,487.79
2013-05-22,Wed,301,149599.16,502.01,91.13,457.49
