GPAGEID,REC_TYPE,REC_TYPE_DESC,SUMNO_ROOMSPERREC_TYPE,SUMCALC_OCCROOMSPERREC_TYPE,SUMCALC_INVROOMSPERREC_TYPE,SUMARRIVAL_ROOMSPERREC_TYPE,SUMCOMPLIMENTARY_ROOMSPERREC_T,SUMHOUSE_USE_ROOMSPERREC_TYPE,SUMDAY_USE_ROOMSPERREC_TYPE,SUMNO_SHOW_ROOMSPERREC_TYPE,SUMIND_DEDUCT_ROOMSPERREC_TYPE,SUMIND_NON_DEDUCT_ROOMSPERREC_,SUMGRP_DEDUCT_ROOMSPERREC_TYPE,SUMGRP_NON_DEDUCT_ROOMSPERREC_,SUMDEPARTURE_ROOMSPERREC_TYPE,SUMOOO_ROOMSPERREC_TYPE,SUMNO_PERSONSPERREC_TYPE,SUMINVENTORY_ROOMSPERREC_TYPE,SUMREVENUEPERREC_TYPE,SUMOWNER_ROOMSPERREC_TYPE,SUMFF_ROOMSPERREC_TYPE,CF_AVERAGE_ROOM_RATE_REC_TYPE,CF_OCCUPANCY_REC_TYPE,REVENUE,NO_ROOMS,IND_DEDUCT_ROOMS,IND_NON_DEDUCT_ROOMS,GRP_DEDUCT_ROOMS,GRP_NON_DEDUCT_ROOMS,NO_PERSONS,ARRIVAL_ROOMS,DEPARTURE_ROOMS,COMPLIMENTARY_ROOMS,HOUSE_USE_ROOMS,DAY_USE_ROOMS,NO_SHOW_ROOMS,INVENTORY_ROOMS,CONSIDERED_DATE,CHAR_CONSIDERED_DATE,IND_DEDUCT_REVENUE,IND_NON_DEDUCT_REVENUE,GRP_NON_DEDUCT_REVENUE,GRP_DEDUCT_REVENUE,OWNER_ROOMS,FF_ROOMS,CF_OOO_ROOMS,CF_CALC_OCC_ROOMS,CF_CALC_INV_ROOMS,CF_AVERAGE_ROOM_RATE,CF_OCCUPANCY,CF_IND_DED_REV,CF_IND_NON_DED_REV,CF_BLK_DED_REV,CF_BLK_NON_DED_REV
,A_STAT,History,55005,53802,120776,9874,285,1203,55,129,52733,0,2272,0,9835,2959,81615,123735,18134815.88,0,0,337.0658318,44.54692985,111779.5884,256,256,0,0,0,463,58,46,0,4,1,2,339,01-Jan-21,01.01.21 Fri,111779.5884,0,0,0,0,0,8,252,331,443.5697951,76.13293051,111779.5884,,0,
,A_STAT,History,55005,53802,120776,9874,285,1203,55,129,52733,0,2272,0,9835,2959,81615,123735,18134815.88,0,0,337.0658318,44.54692985,79300.27551,223,223,0,0,0,392,46,79,0,4,0,0,339,02-Jan-21,02.01.21 Sat,79300.27551,0,0,0,0,0,8,219,331,362.1017147,66.16314199,79300.27551,,0,
,A_STAT,History,55005,53802,120776,9874,285,1203,55,129,52733,0,2272,0,9835,2959,81615,123735,18134815.88,0,0,337.0658318,44.54692985,54800.19,183,183,0,0,0,321,30,70,0,4,0,1,339,03-Jan-21,03.01.21 Sun,54800.19,0,0,0,0,0,19,179,320,306.1463128,55.9375,54800.19,,0,
,A_STAT,History,55005,53802,120776,9874,285,1203,55,129,52733,0,2272,0,9835,2959,81615,123735,18134815.88,0,0,337.0658318,44.54692985,48107.89041,162,162,0,0,0,278,31,52,0,4,0,1,339,04-Jan-21,04.01.21 Mon,48107.89041,0,0,0,0,0,5,158,334,304.480319,47.30538922,48107.89041,,0,
,A_STAT,History,55005,53802,120776,9874,285,1203,55,129,52733,0,2272,0,9835,2959,81615,123735,18134815.88,0,0,337.0658318,44.54692985,46444.34551,153,153,0,0,0,258,24,33,0,4,0,0,339,05-Jan-21,05.01.21 Tue,46444.34551,0,0,0,0,0,5,149,334,311.7070168,44.61077844,46444.34551,,0,
,A_STAT,History,55005,53802,120776,9874,285,1203,55,129,52733,0,2272,0,9835,2959,81615,123735,18134815.88,0,0,337.0658318,44.54692985,38957.37898,134,134,0,0,0,219,21,40,0,4,0,0,339,06-Jan-21,06.01.21 Wed,38957.37898,0,0,0,0,0,4,130,335,299.672146,38.80597015,38957.37898,,0,
,A_STAT,History,55005,53802,120776,9874,285,1203,55,129,52733,0,2272,0,9835,2959,81615,123735,18134815.88,0,0,337.0658318,44.54692985,36859.66082,129,129,0,0,0,203,18,23,0,4,1,1,339,07-Jan-21,07.01.21 Thu,36859.66082,0,0,0,0,0,4,125,335,294.8772865,37.31343284,36859.66082,,0,
,A_STAT,History,55005,53802,120776,9874,285,1203,55,129,52733,0,2272,0,9835,2959,81615,123735,18134815.88,0,0,337.0658318,44.54692985,39991.78796,136,136,0,0,0,219,32,25,0,4,0,0,339,08-Jan-21,08.01.21 Fri,39991.78796,0,0,0,0,0,3,132,336,302.9680906,39.28571429,39991.78796,,0,
,A_STAT,History,55005,53802,120776,9874,285,1203,55,129,52733,0,2272,0,9835,2959,81615,123735,18134815.88,0,0,337.0658318,44.54692985,36880.41694,128,128,0,0,0,201,24,32,0,4,1,0,339,09-Jan-21,09.01.21 Sat,36880.41694,0,0,0,0,0,3,124,336,297.4227172,36.9047619,36880.41694,,0,
,A_STAT,History,55005,53802,120776,9874,285,1203,55,129,52733,0,2272,0,9835,2959,81615,123735,18134815.88,0,0,337.0658318,44.54692985,31377.74816,120,120,0,0,0,173,27,35,0,4,0,0,339,10-Jan-21,10.01.21 Sun,31377.74816,0,0,0,0,0,3,116,336,270.497829,34.52380952,31377.74816,,0,
