GPAGEID,REC_TYPE,REC_TYPE_DESC,SUMNO_ROOMSPERREC_TYPE,SUMCALC_OCCROOMSPERREC_TYPE,SUMCALC_INVROOMSPERREC_TYPE,SUMARRIVAL_ROOMSPERREC_TYPE,SUMCOMPLIMENTARY_ROOMSPERREC_T,SUMHOUSE_USE_ROOMSPERREC_TYPE,SUMDAY_USE_ROOMSPERREC_TYPE,SUMNO_SHOW_ROOMSPERREC_TYPE,SUMIND_DEDUCT_ROOMSPERREC_TYPE,SUMIND_NON_DEDUCT_ROOMSPERREC_,SUMGRP_DEDUCT_ROOMSPERREC_TYPE,SUMGRP_NON_DEDUCT_ROOMSPERREC_,SUMDEPARTURE_ROOMSPERREC_TYPE,SUMOOO_ROOMSPERREC_TYPE,SUMNO_PERSONSPERREC_TYPE,SUMINVENTORY_ROOMSPERREC_TYPE,SUMREVENUEPERREC_TYPE,SUMOWNER_ROOMSPERREC_TYPE,SUMFF_ROOMSPERREC_TYPE,CF_AVERAGE_ROOM_RATE_REC_TYPE,CF_OCCUPANCY_REC_TYPE,REVENUE,NO_ROOMS,IND_DEDUCT_ROOMS,IND_NON_DEDUCT_ROOMS,GRP_DEDUCT_ROOMS,GRP_NON_DEDUCT_ROOMS,NO_PERSONS,ARRIVAL_ROOMS,DEPARTURE_ROOMS,COMPLIMENTARY_ROOMS,HOUSE_USE_ROOMS,DAY_USE_ROOMS,NO_SHOW_ROOMS,INVENTORY_ROOMS,CONSIDERED_DATE,CHAR_CONSIDERED_DATE,IND_DEDUCT_REVENUE,IND_NON_DEDUCT_REVENUE,GRP_NON_DEDUCT_REVENUE,GRP_DEDUCT_REVENUE,OWNER_ROOMS,FF_ROOMS,CF_OOO_ROOMS,CF_CALC_OCC_ROOMS,CF_CALC_INV_ROOMS,CF_AVERAGE_ROOM_RATE,CF_OCCUPANCY,CF_IND_DED_REV,CF_IND_NON_DED_REV,CF_BLK_DED_REV,CF_BLK_NON_DED_REV
,A_STAT,History,69011,67210,127743,15279,1214,1801,201,360,57377,0,11634,0,14937,737,97001,128480,38385471.52,0,0,571.1273846,52.61345044,148735.3017,230,166,0,64,0,446,22,41,6,5,0,1,352,01-Jan-09,01.01.09 Thu,109724.9817,0,0,39010.32,0,0,1,225,351,661.0457852,64.1025641,109724.9817,,39010.32,
,A_STAT,History,69011,67210,127743,15279,1214,1801,201,360,57377,0,11634,0,14937,737,97001,128480,38385471.52,0,0,571.1273846,52.61345044,117291.0433,180,136,0,44,0,343,30,77,2,4,0,0,352,02-Jan-09,02.01.09 Fri,91435.00333,0,0,25856.04,0,0,1,176,351,666.4263826,50.14245014,91435.00333,,25856.04,
,A_STAT,History,69011,67210,127743,15279,1214,1801,201,360,57377,0,11634,0,14937,737,97001,128480,38385471.52,0,0,571.1273846,52.61345044,90879.58667,140,109,0,31,0,252,25,65,2,4,0,0,352,03-Jan-09,03.01.09 Sat,71868.84667,0,0,19010.74,0,0,1,136,351,668.2322549,38.74643875,71868.84667,,19010.74,
,A_STAT,History,69011,67210,127743,15279,1214,1801,201,360,57377,0,11634,0,14937,737,97001,128480,38385471.52,0,0,571.1273846,52.61345044,73221,111,108,0,3,0,186,24,53,0,4,0,1,352,04-Jan-09,04.01.09 Sun,70946.84,0,0,2274.16,0,0,1,107,351,684.3084112,30.48433048,70946.84,,2274.16,
,A_STAT,History,69011,67210,127743,15279,1214,1801,201,360,57377,0,11634,0,14937,737,97001,128480,38385471.52,0,0,571.1273846,52.61345044,72090.965,118,106,0,12,0,197,26,19,0,4,0,1,352,05-Jan-09,05.01.09 Mon,62710.965,0,0,9380,0,0,1,114,351,632.376886,32.47863248,62710.965,,9380,
,A_STAT,History,69011,67210,127743,15279,1214,1801,201,360,57377,0,11634,0,14937,737,97001,128480,38385471.52,0,0,571.1273846,52.61345044,74572.69167,117,105,0,12,0,197,20,21,0,4,0,0,352,06-Jan-09,06.01.09 Tue,65117.69167,0,0,9455,0,0,1,113,351,659.9353245,32.19373219,65117.69167,,9455,
,A_STAT,History,69011,67210,127743,15279,1214,1801,201,360,57377,0,11634,0,14937,737,97001,128480,38385471.52,0,0,571.1273846,52.61345044,93688.37333,136,109,0,27,0,214,31,12,0,4,0,0,352,07-Jan-09,07.01.09 Wed,66890.04333,0,0,26798.33,0,0,1,132,351,709.760404,37.60683761,66890.04333,,26798.33,
,A_STAT,History,69011,67210,127743,15279,1214,1801,201,360,57377,0,11634,0,14937,737,97001,128480,38385471.52,0,0,571.1273846,52.61345044,100754.25,145,110,0,35,0,227,28,18,0,4,0,4,352,08-Jan-09,08.01.09 Thu,69810.09,0,0,30944.16,0,0,1,141,351,714.5691489,40.17094017,69810.09,,30944.16,
,A_STAT,History,69011,67210,127743,15279,1214,1801,201,360,57377,0,11634,0,14937,737,97001,128480,38385471.52,0,0,571.1273846,52.61345044,97406.36,145,110,0,35,0,221,21,20,2,4,1,0,352,09-Jan-09,09.01.09 Fri,66417.2,0,0,30989.16,0,0,1,141,351,690.8252482,40.17094017,66417.2,,30989.16,
,A_STAT,History,69011,67210,127743,15279,1214,1801,201,360,57377,0,11634,0,14937,737,97001,128480,38385471.52,0,0,571.1273846,52.61345044,109671.4067,173,139,0,34,0,251,47,19,6,4,0,0,352,10-Jan-09,10.01.09 Sat,83384.74667,0,0,26286.66,0,0,1,169,351,648.9432347,48.14814815,83384.74667,,26286.66,
