Date,DOW,Rm Sold,Revenue,ADR,Occupancy_Pct,RevPar
2015-01-01,Thu,340,335590.69,987.03,100.0,987.03
2015-01-02,Fri,259,228670.54,882.9,76.63,676.54
2015-01-03,Sat,181,129751.55,728.94,52.98,386.17
2015-01-04,Sun,143,97130.55,693.79,41.67,289.08
2015-01-05,Mon,126,85064.03,691.58,36.61,253.17
2015-01-06,Tue,154,101955.45,675.2,44.81,302.54
2015-01-07,Wed,187,120936.44,657.26,54.6,358.86
2015-01-08,Thu,206,134389.51,662.02,60.24,398.78
2015-01-09,Fri,236,147318.67,632.27,69.14,437.15
2015-01-10,Sat,227,138852.9,619.88,66.47,412.03
2015-01-11,Sun,245,160292.34,662.37,71.81,475.64
2015-01-12,Mon,219,148520.24,687.59,64.09,440.71
2015-01-13,Tue,233,150424.05,654.02,68.25,446.36
2015-01-14,Wed,265,166293.02,634.71,77.74,493.45
2015-01-15,Thu,290,171834.65,598.73,85.16,509.9
2015-01-16,Fri,307,190459.19,626.51,90.48,566.84
2015-01-17,Sat,340,210753.15,625.38,99.12,619.86
2015-01-18,Sun,340,221845.35,658.29,99.12,652.49
2015-01-19,Mon,340,226863.41,673.19,99.12,667.25
2015-01-20,Tue,340,231559.96,681.06,100.0,681.06
2015-01-21,Wed,324,222502.42,688.86,95.0,654.42
2015-01-22,Thu,307,213595.17,698.02,90.0,628.22
2015-01-23,Fri,271,175290.21,649.22,80.12,520.15
2015-01-24,Sat,276,187554.48,682.02,81.85,558.2
2015-01-25,Sun,329,258476.56,788.04,97.33,766.99
2015-01-26,Mon,340,307200.56,903.53,100.0,903.53
2015-01-27,Tue,340,324447.85,954.26,100.0,954.26
2015-01-28,Wed,340,329143.53,968.07,100.0,968.07
2015-01-29,Thu,303,257397.53,852.31,89.61,763.79
2015-01-30,Fri,236,167040.64,710.81,69.73,495.67
2015-01-31,Sat,219,149403.57,685.34,64.88,444.65
2015-02-01,Sun,225,151222.71,675.1,66.67,450.07
2015-02-02,Mon,242,157972.4,655.49,71.94,471.56
2015-02-03,Tue,303,210166.62,695.92,89.88,625.5
2015-02-04,Wed,283,184485.08,654.2,83.93,549.06
2015-02-05,Thu,236,157727.25,671.18,69.94,469.43
2015-02-06,Fri,227,152885.62,676.49,67.26,455.02
2015-02-07,Sat,285,205161.23,722.4,84.78,612.42
2015-02-08,Sun,310,265802.48,860.2,91.96,791.08
2015-02-09,Mon,333,297719.16,896.74,98.81,886.07
2015-02-10,Tue,340,293533.26,863.33,100.0,863.33
2015-02-11,Wed,311,260000.3,844.16,91.39,771.51
2015-02-12,Thu,285,208215.76,738.35,83.68,617.85
2015-02-13,Fri,247,150946.15,618.63,72.4,447.91
2015-02-14,Sat,239,144883.95,613.92,70.03,429.92
2015-02-15,Sun,260,163307.81,635.44,76.26,484.59
2015-02-16,Mon,299,182110.08,615.24,87.83,540.39
2015-02-17,Tue,283,185095.39,661.05,83.09,549.24
2015-02-18,Wed,285,188806.89,669.53,83.68,560.26
2015-02-19,Thu,311,202485.32,657.42,91.67,602.63
2015-02-20,Fri,275,169146.61,621.86,80.71,501.92
2015-02-21,Sat,273,165394.48,612.57,80.12,490.78
2015-02-22,Sun,291,192223.14,667.44,85.46,570.4
2015-02-23,Mon,339,245605.01,730.97,98.82,722.37
2015-02-24,Tue,332,229815.77,698.53,97.05,677.92
2015-02-25,Wed,326,229351.87,710.07,95.85,680.57
2015-02-26,Thu,309,210604.66,688.25,90.8,624.94
2015-02-27,Fri,274,176140.08,649.96,80.42,522.67
2015-02-28,Sat,250,150899.79,610.93,73.29,447.77
2015-03-01,Sun,253,163748.99,655.0,74.18,485.9
2015-03-02,Mon,248,158102.1,645.31,72.7,469.15
2015-03-03,Tue,266,175742.32,668.22,78.04,521.49
2015-03-04,Wed,244,153939.14,638.75,71.51,456.79
2015-03-05,Thu,211,135195.52,649.98,61.72,401.17
2015-03-06,Fri,196,119380.2,618.55,57.27,354.24
2015-03-07,Sat,204,123026.53,612.07,59.64,365.06
2015-03-08,Sun,236,144483.2,620.1,69.14,428.73
2015-03-09,Mon,281,173829.46,625.29,82.49,515.81
2015-03-10,Tue,296,187772.11,640.86,86.94,557.19
2015-03-11,Wed,283,177160.34,632.72,83.09,525.7
2015-03-12,Thu,242,137065.59,573.5,70.92,406.72
2015-03-13,Fri,213,119872.37,570.82,62.31,355.7
2015-03-14,Sat,223,126027.13,572.85,65.28,373.97
2015-03-15,Sun,246,144728.73,595.59,72.11,429.46
2015-03-16,Mon,297,184569.14,627.79,87.24,547.68
2015-03-17,Tue,297,182704.28,621.44,87.5,543.76
2015-03-18,Wed,314,196464.23,631.72,92.28,582.98
2015-03-19,Thu,322,208628.43,654.01,94.66,619.08
2015-03-20,Fri,329,198074.27,607.59,96.74,587.76
2015-03-21,Sat,334,206202.05,621.09,98.52,611.88
2015-03-22,Sun,340,214163.25,629.89,100.0,629.89
2015-03-23,Mon,340,208797.75,614.11,100.0,614.11
2015-03-24,Tue,340,208300.48,612.65,100.0,612.65
2015-03-25,Wed,340,218254.67,641.93,100.0,641.93
2015-03-26,Thu,340,225689.91,663.79,100.0,663.79
2015-03-27,Fri,271,169136.68,626.43,80.36,503.38
2015-03-28,Sat,252,160305.8,638.67,74.7,477.1
2015-03-29,Sun,241,150183.93,625.77,71.43,446.98
2015-03-30,Mon,227,144448.2,639.15,67.06,428.63
2015-03-31,Tue,247,149060.57,605.94,73.21,443.63
2015-04-01,Wed,276,151625.32,555.4,81.01,449.93
2015-04-02,Thu,312,176617.89,571.58,91.42,522.54
2015-04-03,Fri,323,193228.34,603.84,94.4,570.0
2015-04-04,Sat,292,161096.58,557.43,85.25,475.21
2015-04-05,Sun,237,135046.11,577.12,69.85,403.12
2015-04-06,Mon,217,119322.37,560.2,64.55,361.58
2015-04-07,Tue,280,157849.13,569.85,83.18,474.02
2015-04-08,Wed,261,152006.82,589.17,77.48,456.48
2015-04-09,Thu,250,145089.74,587.41,74.17,435.7
2015-04-10,Fri,201,116232.76,587.03,59.46,349.05
2015-04-11,Sat,209,110506.21,536.44,61.86,331.85
2015-04-12,Sun,296,161361.49,550.72,87.99,484.57
2015-04-13,Mon,267,154252.87,584.29,79.52,464.62
2015-04-14,Tue,277,158648.28,579.01,82.28,476.42
2015-04-15,Wed,266,145299.66,552.47,79.7,440.3
2015-04-16,Thu,252,132553.38,532.34,75.45,401.68
2015-04-17,Fri,177,95538.75,549.07,52.89,290.39
2015-04-18,Sat,219,120744.09,559.0,65.65,367.0
2015-04-19,Sun,266,152489.4,579.81,79.94,463.49
2015-04-20,Mon,270,159907.51,598.9,81.16,486.04
