GPAGEID,REC_TYPE,REC_TYPE_DESC,SUMNO_ROOMSPERREC_TYPE,SUMCALC_OCCROOMSPERREC_TYPE,SUMCALC_INVROOMSPERREC_TYPE,SUMARRIVAL_ROOMSPERREC_TYPE,SUMCOMPLIMENTARY_ROOMSPERREC_T,SUMHOUSE_USE_ROOMSPERREC_TYPE,SUMDAY_USE_ROOMSPERREC_TYPE,SUMNO_SHOW_ROOMSPERREC_TYPE,SUMIND_DEDUCT_ROOMSPERREC_TYPE,SUMIND_NON_DEDUCT_ROOMSPERREC_,SUMGRP_DEDUCT_ROOMSPERREC_TYPE,SUMGRP_NON_DEDUCT_ROOMSPERREC_,SUMDEPARTURE_ROOMSPERREC_TYPE,SUMOOO_ROOMSPERREC_TYPE,SUMNO_PERSONSPERREC_TYPE,SUMINVENTORY_ROOMSPERREC_TYPE,SUMREVENUEPERREC_TYPE,SUMOWNER_ROOMSPERREC_TYPE,SUMFF_ROOMSPERREC_TYPE,CF_AVERAGE_ROOM_RATE_REC_TYPE,CF_OCCUPANCY_REC_TYPE,REVENUE,NO_ROOMS,IND_DEDUCT_ROOMS,IND_NON_DEDUCT_ROOMS,GRP_DEDUCT_ROOMS,GRP_NON_DEDUCT_ROOMS,NO_PERSONS,ARRIVAL_ROOMS,DEPARTURE_ROOMS,COMPLIMENTARY_ROOMS,HOUSE_USE_ROOMS,DAY_USE_ROOMS,NO_SHOW_ROOMS,INVENTORY_ROOMS,CONSIDERED_DATE,CHAR_CONSIDERED_DATE,IND_DEDUCT_REVENUE,IND_NON_DEDUCT_REVENUE,GRP_NON_DEDUCT_REVENUE,GRP_DEDUCT_REVENUE,OWNER_ROOMS,FF_ROOMS,CF_OOO_ROOMS,CF_CALC_OCC_ROOMS,CF_CALC_INV_ROOMS,CF_AVERAGE_ROOM_RATE,CF_OCCUPANCY,CF_IND_DED_REV,CF_IND_NON_DED_REV,CF_BLK_DED_REV,CF_BLK_NON_DED_REV
,A_STAT,History,89951,89320,121717,22387,326,631,98,442,71790,0,18161,0,22352,1288,133817,123005,43709728.67,0,0,489.3610465,73.38334004,231143.5067,275,275,0,0,0,580,45,108,1,1,2,0,337,01-Jan-17,01.01.17 Sun,231143.5067,0,0,0,0,0,1,274,336,843.5894404,81.54761905,231143.5067,,0,
,A_STAT,History,89951,89320,121717,22387,326,631,98,442,71790,0,18161,0,22352,1288,133817,123005,43709728.67,0,0,489.3610465,73.38334004,146385.3483,248,248,0,0,0,510,52,79,1,2,0,1,337,02-Jan-17,02.01.17 Mon,146385.3483,0,0,0,0,0,1,246,336,595.0623916,73.21428571,146385.3483,,0,
,A_STAT,History,89951,89320,121717,22387,326,631,98,442,71790,0,18161,0,22352,1288,133817,123005,43709728.67,0,0,489.3610465,73.38334004,131636.0025,239,229,0,10,0,467,54,63,1,2,1,0,337,03-Jan-17,03.01.17 Tue,127992.2925,0,0,3643.71,0,0,8,237,329,555.4261709,72.03647416,127992.2925,,3643.71,
,A_STAT,History,89951,89320,121717,22387,326,631,98,442,71790,0,18161,0,22352,1288,133817,123005,43709728.67,0,0,489.3610465,73.38334004,128088.2367,228,219,0,9,0,442,48,59,1,2,1,0,337,04-Jan-17,04.01.17 Wed,123637.4667,0,0,4450.77,0,0,10,226,327,566.7621091,69.11314985,123637.4667,,4450.77,
,A_STAT,History,89951,89320,121717,22387,326,631,98,442,71790,0,18161,0,22352,1288,133817,123005,43709728.67,0,0,489.3610465,73.38334004,126682.0775,240,228,0,12,0,426,59,47,1,3,0,0,337,05-Jan-17,05.01.17 Thu,120777.1075,0,0,5904.97,0,0,13,237,324,534.5235338,73.14814815,120777.1075,,5904.97,
,A_STAT,History,89951,89320,121717,22387,326,631,98,442,71790,0,18161,0,22352,1288,133817,123005,43709728.67,0,0,489.3610465,73.38334004,105820.8933,207,186,0,21,0,376,33,66,1,2,0,1,337,06-Jan-17,06.01.17 Fri,97246.05333,0,0,8574.84,0,0,9,205,328,516.1994797,62.5,97246.05333,,8574.84,
,A_STAT,History,89951,89320,121717,22387,326,631,98,442,71790,0,18161,0,22352,1288,133817,123005,43709728.67,0,0,489.3610465,73.38334004,114803.6875,229,184,0,45,0,366,74,52,0,2,0,7,337,07-Jan-17,07.01.17 Sat,93436.4575,0,0,21367.23,0,0,10,227,327,505.7431167,69.41896024,93436.4575,,21367.23,
,A_STAT,History,89951,89320,121717,22387,326,631,98,442,71790,0,18161,0,22352,1288,133817,123005,43709728.67,0,0,489.3610465,73.38334004,128253.5592,259,196,0,63,0,397,70,40,1,2,0,3,337,08-Jan-17,08.01.17 Sun,99079.69917,0,0,29173.86,0,0,8,257,329,499.0410863,78.11550152,99079.69917,,29173.86,
,A_STAT,History,89951,89320,121717,22387,326,631,98,442,71790,0,18161,0,22352,1288,133817,123005,43709728.67,0,0,489.3610465,73.38334004,145119.34,291,206,0,85,0,440,72,39,0,2,3,3,337,09-Jan-17,09.01.17 Mon,107827.76,0,0,37291.58,0,0,5,289,332,502.143045,87.04819277,107827.76,,37291.58,
,A_STAT,History,89951,89320,121717,22387,326,631,98,442,71790,0,18161,0,22352,1288,133817,123005,43709728.67,0,0,489.3610465,73.38334004,142014.6733,283,210,0,73,0,401,49,56,0,2,0,3,337,10-Jan-17,10.01.17 Tue,109950.8833,0,0,32063.79,0,0,4,281,333,505.3902966,84.38438438,109950.8833,,32063.79,
