GPAGEID,REC_TYPE,REC_TYPE_DESC,SUMNO_ROOMSPERREC_TYPE,SUMCALC_OCCROOMSPERREC_TYPE,SUMCALC_INVROOMSPERREC_TYPE,SUMARRIVAL_ROOMSPERREC_TYPE,SUMCOMPLIMENTARY_ROOMSPERREC_T,SUMHOUSE_USE_ROOMSPERREC_TYPE,SUMDAY_USE_ROOMSPERREC_TYPE,SUMNO_SHOW_ROOMSPERREC_TYPE,SUMIND_DEDUCT_ROOMSPERREC_TYPE,SUMIND_NON_DEDUCT_ROOMSPERREC_,SUMGRP_DEDUCT_ROOMSPERREC_TYPE,SUMGRP_NON_DEDUCT_ROOMSPERREC_,SUMDEPARTURE_ROOMSPERREC_TYPE,SUMOOO_ROOMSPERREC_TYPE,SUMNO_PERSONSPERREC_TYPE,SUMINVENTORY_ROOMSPERREC_TYPE,SUMREVENUEPERREC_TYPE,SUMOWNER_ROOMSPERREC_TYPE,SUMFF_ROOMSPERREC_TYPE,CF_AVERAGE_ROOM_RATE_REC_TYPE,CF_OCCUPANCY_REC_TYPE,REVENUE,NO_ROOMS,IND_DEDUCT_ROOMS,IND_NON_DEDUCT_ROOMS,GRP_DEDUCT_ROOMS,GRP_NON_DEDUCT_ROOMS,NO_PERSONS,ARRIVAL_ROOMS,DEPARTURE_ROOMS,COMPLIMENTARY_ROOMS,HOUSE_USE_ROOMS,DAY_USE_ROOMS,NO_SHOW_ROOMS,INVENTORY_ROOMS,CONSIDERED_DATE,CHAR_CONSIDERED_DATE,IND_DEDUCT_REVENUE,IND_NON_DEDUCT_REVENUE,GRP_NON_DEDUCT_REVENUE,GRP_DEDUCT_REVENUE,OWNER_ROOMS,FF_ROOMS,CF_OOO_ROOMS,CF_CALC_OCC_ROOMS,CF_CALC_INV_ROOMS,CF_AVERAGE_ROOM_RATE,CF_OCCUPANCY,CF_IND_DED_REV,CF_IND_NON_DED_REV,CF_BLK_DED_REV,CF_BLK_NON_DED_REV
,A_STAT,History,88571,87620,122469,20436,486,951,185,326,75370,0,13201,0,20309,1631,134517,124100,56096949.37,0,0,640.2299631,71.54463579,280548.6867,338,315,0,23,0,710,47,50,3,2,0,0,340,01-Jan-14,01.01.14 Wed,258575.5867,0,0,21973.1,0,0,0,336,340,834.9663294,98.82352941,258575.5867,,21973.1,
,A_STAT,History,88571,87620,122469,20436,486,951,185,326,75370,0,13201,0,20309,1631,134517,124100,56096949.37,0,0,640.2299631,71.54463579,251676.492,335,300,0,35,0,701,65,67,1,2,0,1,340,02-Jan-14,02.01.14 Thu,225584.312,0,0,26092.18,0,0,1,333,339,755.7852613,98.2300885,225584.312,,26092.18,
,A_STAT,History,88571,87620,122469,20436,486,951,185,326,75370,0,13201,0,20309,1631,134517,124100,56096949.37,0,0,640.2299631,71.54463579,217654.8567,304,280,0,24,0,637,64,95,0,2,1,2,340,03-Jan-14,03.01.14 Fri,198550.5167,0,0,19104.34,0,0,4,302,336,720.7114459,89.88095238,198550.5167,,19104.34,
,A_STAT,History,88571,87620,122469,20436,486,951,185,326,75370,0,13201,0,20309,1631,134517,124100,56096949.37,0,0,640.2299631,71.54463579,185090.9133,276,252,0,24,0,538,71,98,0,3,0,0,340,04-Jan-14,04.01.14 Sat,167615.6233,0,0,17475.29,0,0,3,273,337,677.9886935,81.00890208,167615.6233,,17475.29,
,A_STAT,History,88571,87620,122469,20436,486,951,185,326,75370,0,13201,0,20309,1631,134517,124100,56096949.37,0,0,640.2299631,71.54463579,167119.9593,264,241,0,23,0,488,42,54,0,3,2,1,340,05-Jan-14,05.01.14 Sun,149650.9193,0,0,17469.04,0,0,5,261,335,640.3063576,77.91044776,149650.9193,,17469.04,
,A_STAT,History,88571,87620,122469,20436,486,951,185,326,75370,0,13201,0,20309,1631,134517,124100,56096949.37,0,0,640.2299631,71.54463579,167357.53,250,241,0,9,0,446,43,57,1,3,0,1,340,06-Jan-14,06.01.14 Mon,159065.67,0,0,8291.86,0,0,8,247,332,677.5608502,74.39759036,159065.67,,8291.86,
,A_STAT,History,88571,87620,122469,20436,486,951,185,326,75370,0,13201,0,20309,1631,134517,124100,56096949.37,0,0,640.2299631,71.54463579,160645.2967,244,243,0,1,0,418,56,62,2,3,0,2,340,07-Jan-14,07.01.14 Tue,159671.5467,0,0,973.75,0,0,16,241,324,666.5779945,74.38271605,159671.5467,,973.75,
,A_STAT,History,88571,87620,122469,20436,486,951,185,326,75370,0,13201,0,20309,1631,134517,124100,56096949.37,0,0,640.2299631,71.54463579,169359.94,258,258,0,0,0,450,69,55,4,3,0,0,340,08-Jan-14,08.01.14 Wed,169346.62,0,0,13.32,0,0,14,255,326,664.1566275,78.2208589,169346.62,,13.32,
,A_STAT,History,88571,87620,122469,20436,486,951,185,326,75370,0,13201,0,20309,1631,134517,124100,56096949.37,0,0,640.2299631,71.54463579,182551.706,277,277,0,0,0,503,66,46,2,3,0,0,340,09-Jan-14,09.01.14 Thu,182551.706,0,0,0,0,0,13,274,327,666.2471022,83.79204893,182551.706,,0,
,A_STAT,History,88571,87620,122469,20436,486,951,185,326,75370,0,13201,0,20309,1631,134517,124100,56096949.37,0,0,640.2299631,71.54463579,168927.1133,259,259,0,0,0,486,65,84,2,3,2,1,340,10-Jan-14,10.01.14 Fri,168927.1133,0,0,0,0,0,15,256,325,659.8715365,78.76923077,168927.1133,,0,
