Date,DOW,Rm Sold,Revenue,ADR,Occupancy_Pct,RevPar
2012-01-01,Sun,289,189274.77,661.8,83.38,551.82
2012-01-02,Mon,263,144723.39,556.63,75.8,421.93
2012-01-03,Tue,257,132712.29,524.55,73.76,386.92
2012-01-04,Wed,270,129867.15,488.22,77.55,378.62
2012-01-05,Thu,273,132054.67,490.91,78.43,385.0
2012-01-06,Fri,258,119717.11,471.33,74.05,349.03
2012-01-07,Sat,260,113874.39,444.82,74.64,332.0
2012-01-08,Sun,305,138867.44,461.35,87.76,404.86
2012-01-09,Mon,316,149877.6,480.38,90.96,436.96
2012-01-10,Tue,314,153699.37,495.8,90.38,448.1
2012-01-11,Wed,333,170922.25,519.52,95.92,498.32
2012-01-12,Thu,329,165578.52,509.47,94.75,482.74
2012-01-13,Fri,247,114905.95,472.86,70.85,335.0
2012-01-14,Sat,276,138251.35,508.28,79.3,403.07
2012-01-15,Sun,298,161702.99,550.01,85.71,471.44
2012-01-16,Mon,338,191172.27,572.37,97.38,557.35
2012-01-17,Tue,333,182889.21,555.89,95.92,533.2
2012-01-18,Wed,325,180500.57,562.31,93.59,526.24
2012-01-19,Thu,338,184474.57,552.32,97.38,537.83
2012-01-20,Fri,342,196355.11,580.93,98.54,572.46
2012-01-21,Sat,338,220499.06,660.18,97.38,642.85
2012-01-22,Sun,342,254206.61,752.09,98.54,741.13
2012-01-23,Mon,342,279553.5,827.08,98.54,815.02
2012-01-24,Tue,343,265440.62,783.01,98.83,773.88
2012-01-25,Wed,342,257092.22,760.63,98.54,749.54
2012-01-26,Thu,342,233805.44,691.73,98.54,681.65
2012-01-27,Fri,312,162310.26,526.98,89.8,473.21
2012-01-28,Sat,324,159625.45,498.83,93.29,465.38
2012-01-29,Sun,341,178809.72,530.59,98.25,521.31
2012-01-30,Mon,338,178977.56,535.86,97.38,521.8
2012-01-31,Tue,335,180469.9,545.23,96.5,526.15
2012-02-01,Wed,325,186577.11,581.24,93.59,543.96
2012-02-02,Thu,334,194909.21,590.63,96.21,568.25
2012-02-03,Fri,281,155763.81,562.32,80.76,454.12
2012-02-04,Sat,230,121065.4,535.69,65.89,352.96
2012-02-05,Sun,285,148652.59,529.01,81.92,433.39
2012-02-06,Mon,325,178919.73,557.38,93.59,521.63
2012-02-07,Tue,334,183714.85,558.4,95.92,535.61
2012-02-08,Wed,307,185105.55,612.93,88.05,539.67
2012-02-09,Thu,326,176875.46,551.01,93.59,515.67
2012-02-10,Fri,282,146384.06,526.56,81.05,426.78
2012-02-11,Sat,274,140294.87,519.61,78.72,409.02
2012-02-12,Sun,279,151945.0,552.53,80.17,442.99
2012-02-13,Mon,263,139114.76,537.12,75.51,405.58
